Bleaching,Ocean,Year,Depth,Storms,HumanImpact,Siltation,Dynamite,Poison,Sewage,Industrial,Commercial
0,Pacific,2008,4.0,0,2,1,0,0,1,0,0
0,Pacific,2008,10.0,0,2,1,0,0,1,0,0
0,Pacific,2008,2.0,0,2,1,0,1,0,0,0
0,Pacific,2004,5.0,1,2,0,0,0,0,0,1
0,Pacific,2004,10.0,1,2,0,0,0,0,0,1
0,Pacific,2004,5.0,1,2,0,0,0,0,0,1
0,Pacific,2011,10.0,1,0,0,0,0,0,0,0
0,Pacific,2011,1.0,1,0,0,0,0,0,0,0
0,Pacific,2009,6.0,1,2,1,0,0,0,0,0
0,Pacific,2009,3.5,1,2,1,0,0,0,0,0
0,Pacific,2009,9.0,1,2,1,0,0,0,0,0
1,Pacific,2002,6.0,0,1,0,0,0,0,0,0
0,Pacific,2002,10.0,0,1,0,0,0,0,0,0
1,Pacific,2002,6.0,0,1,0,0,0,0,0,0
0,Pacific,2002,10.0,0,1,0,0,0,0,0,0
1,Pacific,2002,6.0,0,1,0,0,0,0,0,0
0,Pacific,2002,10.0,0,1,0,0,0,0,0,0
0,Pacific,2011,11.0,0,0,0,0,1,1,0,1
0,Pacific,2011,1.0,0,0,0,0,1,1,0,1
0,Pacific,2011,7.5,1,1,0,0,0,1,0,0
0,Pacific,2011,2.0,0,1,0,0,0,1,0,0
0,Pacific,2011,1.0,0,1,0,0,1,1,0,0
0,Pacific,2011,1.0,1,1,0,0,0,1,0,0
0,Atlantic,1997,3.5,0,2,0,0,0,0,0,0
0,Atlantic,1997,11.0,0,2,0,0,0,0,0,0
0,Pacific,1997,3.0,1,2,0,0,0,1,1,0
0,Pacific,1997,10.0,1,2,0,0,0,1,1,0
0,Pacific,1997,3.0,1,1,0,0,0,1,0,0
0,Pacific,1997,10.0,1,1,0,0,0,1,0,0
0,Pacific,1997,3.0,1,1,0,0,0,0,0,0
0,Pacific,1997,10.0,1,1,0,0,0,0,0,0
0,Pacific,1997,5.0,0,0,0,0,0,0,0,0
0,Pacific,1997,10.0,0,1,0,0,0,0,0,0
0,Pacific,1997,5.0,0,0,0,0,0,0,0,0
0,Pacific,1997,3.0,0,1,0,0,0,0,0,0
0,Pacific,1997,10.0,0,1,0,0,0,0,0,0
0,Pacific,2013,12.0,1,3,1,0,0,1,0,2
1,Pacific,2001,5.0,1,0,0,0,0,0,0,0
1,Pacific,2001,5.0,1,0,0,0,0,0,0,0
1,Pacific,2001,5.0,1,3,0,0,0,0,0,0
0,Pacific,2006,3.0,0,2,1,0,0,0,0,1
0,Pacific,2003,8.0,1,2,1,0,0,0,0,1
0,Pacific,2004,8.0,0,1,0,0,0,1,0,0
0,Pacific,2004,6.0,1,1,0,0,0,0,0,0
0,Pacific,2004,12.0,1,1,0,0,0,0,0,0
0,Pacific,2004,3.0,1,2,0,0,0,0,0,2
0,Pacific,2004,2.0,1,1,0,0,0,1,0,0
0,Pacific,2004,9.0,1,1,0,0,0,1,0,0
0,Pacific,2002,3.0,0,1,0,0,1,2,0,0
0,Pacific,2003,3.0,1,1,1,0,0,0,0,0
0,Pacific,2003,3.0,1,2,1,0,0,0,0,1
0,Pacific,2003,5.0,1,3,1,0,0,1,0,0
0,Pacific,2003,3.0,1,1,1,0,0,0,0,0
0,Pacific,2003,3.0,1,1,1,0,0,0,0,0
0,Pacific,2003,4.0,1,1,1,0,0,0,0,0
0,Pacific,2003,4.0,1,2,1,0,0,0,0,0
1,Pacific,2002,3.0,0,1,0,0,1,2,0,0
0,Pacific,2003,1.5,1,1,1,0,0,0,0,0
0,Pacific,2004,1.0,0,1,0,0,0,0,0,0
0,Pacific,2003,6.0,1,1,1,0,0,1,0,0
0,Pacific,2004,6.0,0,2,0,0,0,1,0,0
0,Pacific,2003,6.0,1,2,1,0,0,0,0,0
0,Pacific,2004,3.0,0,2,0,0,0,1,0,1
0,Pacific,2004,3.0,0,2,0,0,0,1,0,1
0,Pacific,2004,3.0,0,2,0,0,0,1,0,1
0,Pacific,2003,3.0,1,1,1,0,0,0,0,0
0,Pacific,2003,7.0,1,2,1,0,0,0,0,1
0,Pacific,2006,8.0,0,2,0,0,0,2,0,1
0,Pacific,2004,13.0,1,0,0,0,0,1,0,0
0,Pacific,2003,13.0,1,1,0,0,0,0,0,0
0,Pacific,2003,4.0,1,2,1,0,0,1,0,0
0,Pacific,2004,6.0,0,3,3,0,0,2,0,0
0,Pacific,2004,12.0,1,1,1,0,0,1,0,3
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,13.0,1,1,0,0,0,0,0,0
0,Pacific,2004,7.0,0,2,3,0,0,2,0,0
0,Pacific,2003,3.0,1,2,1,0,0,1,0,0
0,Pacific,2003,5.0,1,2,1,0,0,1,0,1
0,Pacific,2003,14.0,1,2,1,0,0,0,0,0
0,Pacific,2003,4.0,1,2,1,0,0,0,0,0
0,Pacific,2004,14.0,0,1,0,0,0,0,0,0
0,Pacific,2004,4.0,0,1,0,0,0,0,0,0
0,Pacific,2007,8.0,0,2,0,0,0,2,0,2
0,Pacific,2010,8.0,0,2,0,0,0,2,0,3
0,Pacific,2002,6.0,1,2,0,0,0,1,1,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.5,0,2,0,0,0,1,3,0
0,Pacific,2002,6.0,0,2,0,0,0,1,1,0
0,Pacific,2003,1.0,1,3,1,0,0,3,0,0
0,Pacific,2003,10.0,1,3,0,0,0,3,3,0
0,Pacific,2003,10.0,1,3,0,0,0,3,3,0
0,Pacific,2003,7.0,1,2,0,0,0,1,0,0
1,Pacific,2002,10.0,1,3,0,1,2,2,3,0
0,Pacific,2011,10.0,0,3,1,1,1,2,3,3
0,Pacific,2007,10.0,0,3,2,1,1,2,2,3
0,Pacific,2008,10.0,0,3,2,1,1,2,2,3
0,Pacific,2003,4.5,0,1,0,0,0,0,0,0
0,Pacific,2006,10.0,1,3,0,0,0,2,3,3
0,Pacific,2007,10.0,0,3,1,0,0,2,3,3
0,Pacific,2010,10.0,1,3,0,0,0,2,0,2
0,Pacific,2009,12.0,1,2,0,0,0,2,0,2
0,Pacific,2011,10.0,1,3,0,0,0,2,0,2
0,Pacific,2003,3.0,0,3,0,0,0,1,3,0
0,Pacific,2002,3.0,1,3,0,0,0,2,2,0
0,Pacific,2003,3.0,0,3,0,0,0,1,3,0
0,Pacific,2002,3.0,1,3,0,0,0,2,2,0
0,Pacific,2003,6.5,0,1,0,0,0,0,0,0
1,Pacific,2002,3.0,1,3,0,0,0,2,2,0
0,Pacific,2006,5.5,0,1,0,0,0,1,0,0
0,Pacific,2007,3.0,1,1,1,0,0,1,0,0
0,Pacific,2006,5.0,1,3,0,0,0,2,3,3
0,Pacific,2007,5.0,0,3,1,0,0,2,3,3
0,Pacific,2010,5.0,1,3,0,0,0,2,0,2
0,Pacific,2009,6.0,1,2,0,0,0,2,0,2
0,Pacific,2011,5.0,1,3,0,0,0,2,0,2
1,Pacific,2001,10.0,1,3,0,0,2,2,3,0
0,Pacific,2001,4.5,1,2,0,0,1,2,3,0
1,Pacific,2001,10.0,1,2,0,0,1,2,3,0
0,Pacific,2006,8.0,1,1,0,0,0,1,0,0
0,Pacific,2007,8.0,0,1,1,0,0,1,0,0
0,Pacific,2007,15.0,0,1,1,0,0,1,0,0
0,Pacific,2008,6.0,0,1,2,0,0,1,0,0
0,Pacific,2008,14.0,0,1,2,0,0,1,0,0
0,Pacific,2006,11.0,1,1,0,0,0,1,0,0
0,Pacific,2006,15.0,1,1,0,0,0,1,0,0
0,Pacific,2007,7.0,0,1,1,0,0,1,0,0
0,Pacific,2007,15.0,0,1,1,0,0,1,0,0
0,Pacific,2008,6.0,0,1,2,0,0,1,0,0
0,Pacific,2008,11.0,0,1,2,0,0,1,0,0
0,Pacific,2004,10.5,1,1,0,0,0,0,0,0
0,Pacific,2004,6.0,1,1,0,0,0,0,0,0
0,Pacific,2003,1.0,1,3,0,0,3,3,1,0
0,Pacific,2007,15.0,0,2,1,0,0,1,0,2
0,Pacific,2008,15.0,0,2,1,0,0,1,0,2
0,Pacific,2003,11.0,1,2,0,0,0,1,0,0
0,Pacific,2004,3.0,0,2,0,0,0,1,0,0
0,Pacific,2004,5.0,0,1,1,0,0,0,0,0
0,Pacific,2003,5.0,1,1,1,0,0,1,0,0
0,Pacific,2004,5.0,0,2,0,0,0,0,0,0
0,Pacific,2004,3.0,0,2,2,0,0,2,0,0
0,Pacific,2004,4.0,0,1,1,0,0,0,0,0
0,Pacific,2002,2.0,0,2,0,0,0,1,3,0
0,Pacific,2004,5.0,0,1,0,0,0,0,0,0
0,Pacific,2004,14.0,0,2,0,0,0,0,0,0
0,Pacific,2004,3.0,0,2,0,0,0,1,0,1
0,Pacific,2003,2.0,0,2,1,0,1,1,0,2
0,Pacific,2007,5.0,0,1,1,0,0,0,0,2
0,Pacific,2007,1.5,0,1,2,0,0,1,0,1
0,Pacific,2007,5.0,0,1,2,0,0,1,0,1
0,Pacific,2008,2.0,1,1,1,0,0,1,0,1
1,Pacific,2002,8.0,1,2,0,0,0,1,1,0
0,Pacific,2004,5.0,0,2,2,0,1,1,0,3
0,Pacific,2004,5.0,0,3,3,0,1,1,0,3
0,Pacific,2004,5.0,0,3,3,0,1,1,0,3
0,Pacific,2004,5.0,0,2,1,0,1,0,0,3
0,Pacific,2004,5.0,0,3,3,0,1,1,0,3
0,Pacific,2004,5.0,0,2,1,0,1,0,0,3
0,Pacific,2004,5.0,0,3,3,0,1,1,0,3
0,Pacific,2004,5.0,0,3,3,0,1,1,0,3
0,Pacific,2004,5.0,1,2,1,0,1,1,0,3
0,Pacific,2004,5.0,1,2,1,0,1,1,0,3
0,Pacific,2004,5.0,1,2,1,0,1,0,0,3
0,Pacific,2004,5.0,1,2,1,0,1,0,0,3
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2001,3.0,1,1,0,0,0,1,0,0
0,Pacific,2001,10.0,1,1,0,0,0,1,0,0
0,Pacific,2001,3.0,1,1,0,0,1,0,0,0
0,Pacific,2001,10.0,1,1,0,0,1,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2002,5.0,1,1,0,0,0,0,0,0
0,Pacific,2002,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2003,5.0,1,1,0,0,0,0,0,0
0,Pacific,2003,10.0,1,1,0,0,0,0,0,0
0,Pacific,2007,12.0,0,1,0,0,0,1,0,1
0,Pacific,2005,10.0,1,1,0,0,0,0,0,0
0,Pacific,2006,13.0,1,1,0,0,0,0,0,0
0,Pacific,2008,11.0,0,1,0,0,0,0,0,2
0,Pacific,2011,11.0,1,1,0,0,0,0,0,1
0,Pacific,2006,10.0,1,1,0,0,0,0,0,1
0,Pacific,2003,3.0,1,1,0,0,0,1,0,0
0,Pacific,2003,1.5,0,2,0,0,0,3,3,0
0,Pacific,2004,1.0,1,3,1,0,0,2,2,3
0,Pacific,2004,7.5,1,3,1,0,0,2,2,3
0,Pacific,2004,5.0,1,3,2,1,1,2,3,3
0,Pacific,2003,5.0,1,3,0,0,0,3,3,0
1,Pacific,2003,10.0,1,3,0,0,0,3,3,0
0,Pacific,2004,3.0,1,3,2,0,0,3,3,3
0,Pacific,2004,10.0,1,3,2,0,0,3,3,3
0,Pacific,2008,5.0,0,3,2,0,0,0,3,1
0,Pacific,2008,10.0,0,3,2,0,0,0,3,1
0,Pacific,2008,6.0,0,3,1,0,0,3,3,3
0,Pacific,2008,10.0,0,3,1,0,0,3,3,3
0,Pacific,2009,6.0,0,3,1,0,0,3,3,3
0,Pacific,2009,10.0,0,3,1,0,0,3,3,3
0,Pacific,2002,3.0,1,1,0,1,0,0,0,0
0,Pacific,2002,3.0,1,1,0,1,0,0,0,0
0,Pacific,2007,10.0,0,1,0,0,0,0,0,1
0,Pacific,2008,10.0,0,1,1,0,0,0,0,1
0,Pacific,2011,5.0,0,1,1,0,0,0,0,0
0,Pacific,2002,7.0,1,1,0,1,0,0,0,0
0,Pacific,2011,6.0,1,2,0,0,0,1,1,3
0,Pacific,2002,13.0,1,1,0,1,0,0,0,0
0,Pacific,2011,12.0,1,2,0,0,0,1,1,3
0,Pacific,2002,4.0,1,1,0,1,0,0,0,0
0,Pacific,2002,5.0,1,1,0,1,0,0,0,0
0,Pacific,2002,6.0,1,1,0,1,0,0,0,0
0,Pacific,2002,9.0,1,1,0,1,0,0,0,0
0,Pacific,2004,1.0,1,3,1,0,0,3,3,3
0,Pacific,2003,1.0,1,3,0,0,1,3,3,0
0,Pacific,2006,6.0,0,1,0,0,0,0,0,1
0,Pacific,2007,5.0,1,1,0,0,0,0,0,1
0,Pacific,2008,4.0,1,1,0,0,0,0,0,1
0,Pacific,2007,7.0,1,1,0,0,0,0,0,1
0,Pacific,2008,7.0,1,1,0,0,0,0,0,1
0,Pacific,2007,16.0,1,1,0,0,0,0,0,1
0,Pacific,2008,17.0,1,1,0,0,0,0,0,1
0,Pacific,2007,12.0,1,1,0,0,0,1,0,2
0,Pacific,2008,12.0,1,1,0,0,0,1,0,2
0,Pacific,2007,5.0,1,1,1,0,0,0,0,0
0,Pacific,2008,5.0,1,1,1,0,0,0,0,0
0,Pacific,2004,5.0,1,2,1,0,0,0,0,2
0,Pacific,1999,10.0,1,1,0,0,0,0,0,0
0,Pacific,2004,5.0,0,1,0,0,1,0,0,3
0,Pacific,2004,10.0,0,1,0,0,1,0,0,3
0,Pacific,2003,2.0,0,2,1,0,1,1,0,2
0,Pacific,2004,4.7,1,2,0,0,0,0,0,3
0,Pacific,2004,12.0,1,2,0,0,0,0,0,3
0,Pacific,2007,7.0,1,1,0,0,0,1,0,3
0,Pacific,2008,9.0,1,1,0,0,0,1,0,3
0,Pacific,2004,4.0,1,3,2,0,0,0,0,1
0,Pacific,2004,10.0,1,2,0,0,0,0,0,0
0,Pacific,2004,12.0,1,3,0,0,0,0,0,2
0,Pacific,2007,5.0,0,1,0,0,0,1,0,1
0,Pacific,2008,4.0,0,1,0,0,0,1,0,1
0,Pacific,2007,16.0,0,1,0,0,0,1,0,1
0,Pacific,2008,17.0,0,1,0,0,0,1,0,1
0,Pacific,2011,16.0,1,1,0,0,0,1,0,0
0,Pacific,2004,6.0,1,2,0,0,0,0,0,0
0,Pacific,2005,21.7,1,1,0,0,0,1,0,1
0,Pacific,2006,20.0,1,0,0,0,0,1,0,0
0,Pacific,2007,18.0,1,0,0,0,0,1,0,0
1,Pacific,2002,2.5,0,1,0,0,0,1,0,0
0,Pacific,2006,6.0,0,1,0,0,0,0,0,2
0,Pacific,2007,6.0,1,2,1,0,0,1,0,3
0,Pacific,2008,6.0,1,2,1,0,0,1,0,3
0,Pacific,2002,6.0,0,2,0,0,0,1,0,0
0,Pacific,2003,6.0,1,2,0,0,0,1,0,0
0,Pacific,2005,6.7,1,2,0,0,0,1,0,0
0,Pacific,2005,20.0,1,2,0,0,0,1,0,0
0,Pacific,2006,13.3,1,1,0,0,0,1,0,1
0,Pacific,2006,5.0,1,1,0,0,0,1,0,1
0,Pacific,2007,6.0,1,1,0,0,0,1,0,1
0,Pacific,2007,12.0,1,1,0,0,0,1,0,1
0,Pacific,2008,8.3,1,1,0,0,0,1,0,1
0,Pacific,2003,6.0,1,2,0,0,0,1,0,0
0,Pacific,2003,11.5,1,2,0,0,0,1,0,0
0,Pacific,2004,6.0,1,1,0,0,0,1,0,1
0,Pacific,2005,10.0,1,1,0,0,0,1,0,1
0,Pacific,2005,16.7,1,1,0,0,0,1,0,1
0,Pacific,2006,10.0,1,1,0,0,0,0,0,0
0,Pacific,2006,17.7,1,1,0,0,0,0,0,0
0,Pacific,2007,9.0,1,1,1,0,0,0,0,0
0,Pacific,2007,17.0,1,1,0,0,0,0,0,0
0,Pacific,2008,10.0,1,1,1,0,0,0,0,0
0,Pacific,2008,5.0,1,1,1,0,0,0,0,0
0,Pacific,2003,8.5,1,3,0,0,0,1,0,0
0,Pacific,2003,8.5,1,3,0,0,0,1,0,0
0,Pacific,2006,4.0,1,3,2,0,0,1,0,2
0,Pacific,2006,8.0,1,3,2,0,0,1,0,2
1,Pacific,2002,6.0,0,1,0,0,0,1,0,0
0,Pacific,2000,10.0,1,0,0,0,0,1,1,0
0,Pacific,2004,5.5,0,3,3,0,0,2,3,3
0,Pacific,2004,5.0,0,1,1,0,0,1,0,0
0,Pacific,2004,5.0,0,1,1,0,0,1,0,0
0,Pacific,2005,5.0,0,1,1,0,0,1,0,0
0,Pacific,2005,3.3,0,1,1,0,0,1,0,0
0,Pacific,2005,6.7,0,1,1,0,0,1,0,0
0,Pacific,2006,7.3,1,1,1,0,0,1,0,0
0,Pacific,2007,5.0,1,1,1,0,0,1,0,0
0,Pacific,2007,13.0,1,1,1,0,0,1,0,0
0,Pacific,2008,11.7,1,1,1,0,0,1,0,0
0,Pacific,2008,5.0,1,1,1,0,0,1,0,0
0,Pacific,2004,3.0,1,2,0,0,0,1,0,1
0,Pacific,2004,7.5,1,2,0,0,0,1,0,1
0,Pacific,2005,4.0,1,1,1,0,0,1,0,1
1,Pacific,2002,4.5,1,3,0,0,0,1,0,0
1,Pacific,2002,4.5,1,2,0,0,1,1,0,0
0,Pacific,2003,4.0,0,3,0,0,0,1,0,0
0,Pacific,2003,3.5,1,2,0,0,1,1,0,0
1,Pacific,2002,1.0,0,2,0,0,0,1,0,0
0,Pacific,2002,1.5,0,2,0,0,0,2,0,0
0,Pacific,2003,5.5,1,1,0,0,1,1,0,0
0,Pacific,2003,1.5,1,2,0,0,0,1,0,0
0,Pacific,2003,5.0,1,1,0,0,1,1,0,0
0,Pacific,2004,1.0,1,1,1,0,0,2,0,0
0,Pacific,2005,1.0,1,1,1,0,0,2,0,0
0,Pacific,2006,2.7,1,1,1,0,0,1,0,0
0,Pacific,2007,3.0,1,1,1,0,0,1,0,0
0,Pacific,2004,9.0,0,3,2,0,0,1,2,3
0,Pacific,2006,17.5,1,1,1,0,0,0,0,0
0,Pacific,2010,5.0,1,2,1,0,0,1,0,2
0,Pacific,2010,10.0,1,2,1,0,0,1,0,2
0,Pacific,2006,10.0,0,1,0,0,0,1,0,1
0,Pacific,2011,4.0,1,1,0,0,0,1,0,0
0,Pacific,2004,5.0,0,3,2,0,0,0,0,2
0,Pacific,1999,2.0,0,1,0,0,1,0,0,0
1,Pacific,1999,10.0,0,1,0,0,1,0,0,0
0,Pacific,2004,2.0,0,1,0,0,0,0,0,0
0,Pacific,2004,2.0,0,3,0,0,0,1,0,0
0,Pacific,2011,5.0,0,1,0,0,0,0,0,0
0,Pacific,2005,10.0,1,1,0,0,0,0,0,3
0,Pacific,2003,8.0,1,2,0,0,0,0,0,0
0,Pacific,2004,11.0,1,2,0,0,0,1,0,1
0,Pacific,2006,12.0,1,2,0,0,0,1,0,1
0,Pacific,2007,12.0,1,2,0,0,0,1,0,1
0,Pacific,2009,10.0,0,1,0,0,0,1,0,1
0,Pacific,2010,10.0,0,1,0,0,0,1,0,1
0,Pacific,2011,10.0,1,1,0,0,0,1,0,1
0,Pacific,2002,8.0,1,2,0,0,0,0,0,0
0,Pacific,2010,12.5,0,1,0,0,0,1,0,1
0,Pacific,2004,11.0,1,2,0,0,1,1,0,1
0,Pacific,2004,12.0,1,1,0,0,0,1,0,2
0,Pacific,2005,12.0,1,1,0,0,0,0,0,3
0,Pacific,2006,12.0,1,1,0,0,0,1,0,2
0,Pacific,2002,10.0,1,2,0,0,0,0,0,0
0,Pacific,2009,10.0,0,1,0,0,0,1,0,1
0,Pacific,2004,10.0,1,2,0,0,1,1,0,1
0,Pacific,2004,9.0,1,1,0,0,0,1,0,2
0,Pacific,2006,13.0,1,1,0,0,0,1,0,2
0,Pacific,2007,10.0,1,1,0,0,0,0,0,3
0,Pacific,2003,10.0,1,2,0,0,0,0,0,0
0,Pacific,2011,10.0,1,1,0,0,0,1,0,1
0,Pacific,2004,11.0,1,2,0,0,0,1,0,1
0,Pacific,2002,12.0,1,2,0,0,0,0,0,0
0,Pacific,2002,3.0,1,1,0,0,0,1,0,0
0,Pacific,2002,3.0,1,1,0,0,0,1,0,0
0,Pacific,2004,6.0,1,2,2,0,0,1,0,2
0,Pacific,2004,10.0,1,2,2,0,0,1,0,2
0,Atlantic,1997,3.0,1,1,0,0,0,0,0,0
0,Atlantic,1997,10.0,1,1,0,0,0,0,0,0
0,Pacific,1997,10.0,1,3,0,0,0,1,1,0
0,Atlantic,1997,3.0,1,2,0,0,0,1,0,0
0,Atlantic,1997,10.0,1,2,0,0,0,1,0,0
0,Atlantic,1997,3.0,1,1,0,0,0,1,0,0
0,Atlantic,1997,10.0,1,1,0,0,0,1,0,0
0,Atlantic,1998,3.0,1,1,0,0,0,1,0,0
0,Atlantic,1999,3.0,1,1,0,0,0,1,0,0
0,Atlantic,1999,10.0,1,1,0,0,0,1,0,0
1,Atlantic,2001,3.0,1,3,0,0,0,1,1,0
1,Atlantic,2001,10.0,1,3,0,0,0,1,1,0
0,Atlantic,2003,3.0,1,2,1,0,0,3,0,1
0,Atlantic,2003,10.0,1,2,1,0,0,3,0,1
0,Atlantic,2004,3.0,1,2,1,0,0,1,0,1
0,Atlantic,2004,10.0,1,2,1,0,0,1,0,1
0,Atlantic,1997,2.5,1,2,0,0,0,0,0,0
0,Atlantic,1997,10.0,1,2,0,0,0,0,0,0
0,Atlantic,1997,3.0,0,2,0,0,0,0,0,0
0,Atlantic,1997,10.0,0,2,0,0,0,0,0,0
0,Pacific,1997,4.0,1,1,0,0,0,1,0,0
0,Pacific,1997,12.0,1,1,0,0,0,1,0,0
0,Pacific,1997,3.0,1,1,0,0,0,0,1,0
0,Pacific,1997,10.0,1,1,0,0,0,0,1,0
0,Pacific,1997,3.0,1,1,0,0,0,0,0,0
0,Pacific,1997,10.0,1,1,0,0,0,0,0,0
0,Pacific,1997,8.0,1,2,0,0,0,2,1,0
0,Pacific,1998,1.0,1,3,0,0,0,1,0,0
0,Pacific,1998,10.0,1,2,0,0,0,1,0,0
0,Pacific,1998,11.0,0,3,0,0,1,1,1,0
